ticker,issuer,trade_date,filing_date,entry_day,exit_day,ret_3m,ew_3m,excess_3m,value,n_insiders,accession
FHN,FIRST HORIZON NATIONAL CORP,2012-07-23,2012-07-26,2012-07-27,2012-10-31,0.1348,0.0607,0.0740,355864,3,0001127602-12-022921
ADM,ARCHER DANIELS MIDLAND CO,2012-08-02,2012-08-08,2012-08-09,2012-11-09,-0.0358,0.0083,-0.0441,305585,3,0001225208-12-017429
BSX,BOSTON SCIENTIFIC CORP,2012-07-31,2012-08-08,2012-08-09,2012-11-09,-0.0558,0.0083,-0.0640,335560,3,0001225208-12-017486
HBAN,HUNTINGTON BANCSHARES INC/MD,2012-08-14,2012-08-16,2012-08-17,2012-11-19,-0.0561,-0.0129,-0.0432,135550,3,0001225208-12-017910
RF,REGIONS FINANCIAL CORP,2012-10-31,2012-11-06,2012-11-07,2013-02-07,0.1952,0.1011,0.0940,622340,3,0001225208-12-022520
APA,APACHE CORP,2012-11-05,2012-11-13,2012-11-14,2013-02-14,0.0748,0.1497,-0.0749,448311,3,0001357400-12-000169
WU,Western Union CO,2012-11-08,2012-11-13,2012-11-14,2013-02-14,0.1390,0.1497,-0.0106,498546,3,0001225208-12-022881
C,CITIGROUP INC,2012-11-08,2012-11-28,2012-11-29,2013-02-28,0.1897,0.1137,0.0760,1286046,3,0001181431-12-060819
EQT,EQT Corp,2013-01-02,2013-01-04,2013-01-07,2013-04-08,0.1161,0.0775,0.0386,57447,3,0001127602-13-001137
ZION,ZIONS BANCORPORATION /UT/,2013-01-31,2013-02-04,2013-02-05,2013-05-06,0.0581,0.0948,-0.0367,5450000,3,0000109380-13-000063
HBAN,HUNTINGTON BANCSHARES INC/MD,2013-02-26,2013-03-01,2013-03-04,2013-06-04,0.1069,0.0922,0.0147,236725,3,0001225208-13-006004
OI,OWENS ILLINOIS INC /DE/,2013-02-19,2013-03-19,2013-03-20,2013-06-20,-0.0044,0.0630,-0.0674,176178,3,0001214659-13-001536
APA,APACHE CORP,2013-02-26,2013-03-27,2013-03-28,2013-06-28,0.1042,0.0457,0.0585,916780,3,0001357400-13-000032
IRM,IRON MOUNTAIN INC,2013-06-07,2013-06-07,2013-06-10,2013-09-10,-0.1110,0.0341,-0.1452,323414,3,0001104659-13-047754
DOC,Physicians Realty Trust,2013-07-24,2013-07-26,2013-07-29,2013-10-29,-0.0393,0.0599,-0.0992,307510,3,0001209191-13-038066
PHM,PULTEGROUP INC/MI/,2013-07-29,2013-08-02,2013-08-05,2013-11-05,0.0380,0.0486,-0.0107,492328,3,0001127602-13-024235
FCX,FREEPORT MCMORAN COPPER & GOLD INC,2013-07-25,2013-08-05,2013-08-06,2013-11-06,0.2819,0.0465,0.2354,72524252,3,0001246360-13-003842
PM,Philip Morris International Inc.,2011-10-13,2013-08-06,2013-08-07,2013-11-07,0.0378,0.0552,-0.0174,11119058,3,0001182489-13-000731
ZION,ZIONS BANCORPORATION /UT/,2013-08-08,2013-08-12,2013-08-13,2013-11-13,-0.0320,0.0569,-0.0888,637000,3,0000109380-13-000202
FISV,Frank's International N.V.,2013-08-14,2013-08-16,2013-08-19,2013-11-19,0.1037,0.0966,0.0072,1970469,3,0001181431-13-045403
KEY,KEYCORP /NEW/,2013-08-09,2013-08-21,2013-08-22,2013-11-22,0.0723,0.1039,-0.0316,365410,3,0001232432-13-000047
KMI,"KINDER MORGAN, INC.",2013-08-08,2013-09-09,2013-09-10,2013-12-10,-0.0729,0.0871,-0.1600,33040146,3,0001584746-13-000001
FAST,FASTENAL CO,2013-10-11,2013-11-12,2013-11-13,2014-02-13,-0.0361,0.0417,-0.0778,235318,3,0001179110-13-016371
GE,GENERAL ELECTRIC CO,2014-01-21,2014-01-27,2014-01-28,2014-04-28,0.0641,0.0600,0.0041,1366842,3,0001231205-14-000023
CINF,CINCINNATI FINANCIAL CORP,2014-02-07,2014-02-12,2014-02-13,2014-05-13,0.0794,0.0502,0.0291,213326,3,0001127602-14-005716
TDC,TERADATA CORP /DE/,2014-02-10,2014-02-13,2014-02-14,2014-05-14,-0.0482,0.0428,-0.0909,542220,3,0001181431-14-006757
KMI,"KINDER MORGAN, INC.",2014-02-06,2014-02-24,2014-02-25,2014-05-27,0.0593,0.0285,0.0308,11180555,3,0001584746-14-000014
KO,COCA COLA CO,2014-02-24,2014-02-26,2014-02-27,2014-05-27,0.0804,0.0282,0.0522,791026,3,0001127602-14-008556
HBAN,HUNTINGTON BANCSHARES INC/MD,2014-02-27,2014-03-03,2014-03-04,2014-06-04,-0.0240,0.0431,-0.0671,141047,3,0001225208-14-006954
MSFT,MICROSOFT CORP,2014-05-08,2014-05-12,2014-05-13,2014-08-13,0.0942,0.0218,0.0724,350103928,3,0001418812-14-000020
D,DOMINION RESOURCES INC /VA/,2014-05-05,2014-05-22,2014-05-23,2014-08-25,0.0064,0.0572,-0.0508,625786,3,0001225208-14-013559
DOC,Physicians Realty Trust,2014-05-27,2014-06-02,2014-06-03,2014-09-03,0.0418,0.0447,-0.0029,76380,3,0001209191-14-038424
KEY,KEYCORP /NEW/,2014-07-21,2014-07-22,2014-07-23,2014-10-23,-0.0595,-0.0233,-0.0362,54480,3,0001294671-14-000075
FAST,FASTENAL CO,2014-07-15,2014-07-24,2014-07-25,2014-10-27,-0.0492,-0.0070,-0.0422,212933,3,0001179110-14-011989
T,AT&T INC.,2014-07-25,2014-08-01,2014-08-04,2014-11-04,0.0060,0.0551,-0.0491,3956160,3,0001127602-14-024431
ALLE,Allegion plc,2014-08-01,2014-08-04,2014-08-05,2014-11-05,0.0673,0.0439,0.0233,74921,3,0001127602-14-024679
DOC,Physicians Realty Trust,2014-11-25,2014-12-12,2014-12-15,2015-03-16,-0.0996,0.0423,-0.1419,60982,3,0001209191-14-075022
MSFT,MICROSOFT CORP,2015-01-28,2015-02-04,2015-02-05,2015-05-05,0.1407,0.0405,0.1002,85954225,3,0001418812-15-000014
MDLZ,"Mondelez International, Inc.",2015-02-13,2015-02-23,2015-02-24,2015-05-26,0.0901,0.0125,0.0776,68600650,3,0001209191-15-017440
D,DOMINION RESOURCES INC /VA/,2015-02-20,2015-02-24,2015-02-25,2015-05-26,-0.0258,0.0101,-0.0359,1022104,3,0001225208-15-005420
GE,GENERAL ELECTRIC CO,2015-04-20,2015-05-01,2015-05-04,2015-08-04,-0.0457,-0.0125,-0.0331,1272140,3,0001231205-15-000032
CNP,CENTERPOINT ENERGY INC,2015-05-13,2015-05-18,2015-05-19,2015-08-19,-0.0143,-0.0174,0.0030,638167,3,0001209191-15-043816
GM,General Motors Co,2015-04-29,2015-05-19,2015-05-20,2015-08-20,-0.0980,-0.0237,-0.0743,1088696,3,0001467858-15-000133
DD,DUPONT E I DE NEMOURS & CO,2015-02-24,2015-06-16,2015-06-17,2015-09-17,-0.1457,-0.0447,-0.1009,1166158,3,0000030554-15-000055
ZTS,Zoetis Inc.,2015-07-01,2015-07-02,2015-07-06,2015-10-06,-0.1080,-0.0439,-0.0640,222879543,3,0000899243-15-000173
QCOM,QUALCOMM INC/DE,2015-07-27,2015-07-29,2015-07-30,2015-10-30,-0.0375,-0.0169,-0.0207,1854411,3,0001234452-15-000224
ALLE,Allegion plc,2015-08-03,2015-08-04,2015-08-05,2015-11-05,0.0123,-0.0016,0.0139,75438,3,0001127602-15-024092
NRG,"NRG ENERGY, INC.",2015-08-06,2015-08-07,2015-08-10,2015-11-10,-0.3144,-0.0090,-0.3054,157350,3,0001179110-15-011858
CNX,CONSOL Energy Inc,2015-07-30,2015-08-11,2015-08-12,2015-11-12,-0.4565,-0.0168,-0.4397,1234988,3,0001209191-15-065371
FAST,FASTENAL CO,2015-07-24,2015-08-12,2015-08-13,2015-11-13,-0.0354,-0.0346,-0.0008,159895,3,0001179110-15-012021
GNW,GENWORTH FINANCIAL INC,2015-08-07,2015-08-19,2015-08-20,2015-11-20,-0.0363,-0.0162,-0.0201,328850,3,0001209191-15-066885
DOC,Physicians Realty Trust,2015-08-11,2015-08-25,2015-08-26,2015-11-27,-0.0361,0.1010,-0.1371,87423,3,0001209191-15-067792
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2015-07-31,2015-08-26,2015-08-27,2015-11-27,-0.0012,0.0659,-0.0671,5860621,3,0001225208-15-017572
CVX,CHEVRON CORP,2015-08-05,2015-08-26,2015-08-27,2015-11-27,0.2180,0.0659,0.1522,967708,3,0001127602-15-025888
APA,APACHE CORP,2015-08-26,2015-08-27,2015-08-28,2015-11-30,0.1726,0.0378,0.1349,535490,3,0001357400-15-000193
FMC,FMC CORP,2015-09-01,2015-09-03,2015-09-04,2015-12-04,0.0096,0.0321,-0.0225,1054184,3,0000037785-15-000057
FCX,FREEPORT-MCMORAN INC,2015-08-18,2015-09-08,2015-09-09,2015-12-09,-0.3513,0.0225,-0.3737,32337000,3,0001246360-15-003023
MPC,Marathon Petroleum Corp,2015-08-20,2015-09-08,2015-09-09,2015-12-09,0.1000,0.0225,0.0775,201130,3,0001209191-15-069717
DG,DOLLAR GENERAL CORP,2015-08-28,2015-09-14,2015-09-15,2015-12-15,0.0359,0.0068,0.0292,3428139,3,0000029534-15-000057
KMI,"KINDER MORGAN, INC.",2015-10-30,2015-11-02,2015-11-03,2016-02-03,-0.4373,-0.1050,-0.3323,797654,3,0001584746-15-000024
FCPT,"Four Corners Property Trust, Inc.",2015-11-09,2015-11-10,2015-11-11,2016-02-11,0.1598,-0.1174,0.2772,422824,3,0001123292-15-001341
AES,AES CORP,2015-11-09,2015-11-12,2015-11-13,2016-02-16,-0.0376,-0.0912,0.0536,450720,3,0001127602-15-031207
CF,"CF Industries Holdings, Inc.",2015-11-11,2015-11-12,2015-11-13,2016-02-16,-0.3468,-0.0912,-0.2556,1658482,3,0001104659-15-077875
CNX,CONSOL Energy Inc,2015-10-29,2015-11-19,2015-11-20,2016-02-22,0.0372,-0.0741,0.1113,328230,3,0001070412-15-000038
GEN,"Genesis Healthcare, Inc.",2015-11-11,2015-11-23,2015-11-24,2016-02-24,-0.0128,-0.0730,0.0603,324428,3,0001316576-15-000004
ADM,ARCHER DANIELS MIDLAND CO,2015-11-04,2015-11-24,2015-11-25,2016-02-25,-0.0461,-0.0706,0.0245,515248,3,0001225208-15-021391
NRG,"NRG ENERGY, INC.",2015-11-06,2015-12-07,2015-12-08,2016-03-08,0.4595,-0.0057,0.4652,275879,3,0001179110-15-015895
SYY,SYSCO CORP,2015-12-04,2015-12-08,2015-12-09,2016-03-09,0.1050,-0.0136,0.1185,146700,3,0001209191-15-084007
KEY,KEYCORP /NEW/,2016-01-25,2016-01-27,2016-01-28,2016-04-28,0.1265,0.1628,-0.0363,415666,3,0001294671-16-000103
HBAN,HUNTINGTON BANCSHARES INC/MD,2016-02-01,2016-02-01,2016-02-02,2016-05-02,0.1960,0.1088,0.0873,1332789,3,0001225208-16-025286
URI,UNITED RENTALS INC /DE,2016-01-29,2016-02-04,2016-02-05,2016-05-05,0.3084,0.1048,0.2036,362420,3,0001104659-16-094029
ZION,ZIONS BANCORPORATION /UT/,2016-01-28,2016-02-08,2016-02-09,2016-05-09,0.2934,0.1533,0.1401,3868537,3,0000109380-16-000319
C,CITIGROUP INC,2016-01-22,2016-02-11,2016-02-12,2016-05-12,0.2458,0.1720,0.0739,2540560,3,0001209191-16-097539
DOC,"HCP, INC.",2016-02-10,2016-02-12,2016-02-16,2016-05-16,0.3049,0.1327,0.1722,1009281,3,0001179110-16-019044
MOS,MOSAIC CO,2016-02-16,2016-02-17,2016-02-18,2016-05-18,0.0311,0.0917,-0.0606,322074,3,0001243786-16-000209
OI,OWENS ILLINOIS INC /DE/,2016-02-11,2016-02-25,2016-02-26,2016-05-26,0.2417,0.0969,0.1448,245100,3,0001225208-16-028067
CF,"CF Industries Holdings, Inc.",2016-02-23,2016-03-02,2016-03-03,2016-06-03,-0.2000,0.0810,-0.2810,1178230,3,0001104659-16-101849
WTW,WEIGHT WATCHERS INTERNATIONAL INC,2016-03-01,2016-03-03,2016-03-04,2016-06-06,0.0995,0.0681,0.0314,2610819,3,0001209191-16-105294
UAL,"United Continental Holdings, Inc.",2016-04-21,2016-04-25,2016-04-26,2016-07-26,-0.0579,0.0554,-0.1133,199503594,3,0000899243-16-018520
KEY,KEYCORP /NEW/,2016-05-05,2016-05-23,2016-05-24,2016-08-24,-0.0206,0.0871,-0.1076,394260,3,0001294671-16-000171
SYY,SYSCO CORP,2016-06-03,2016-06-08,2016-06-09,2016-09-09,0.0774,0.0379,0.0394,101455170,3,0001209191-16-126627
SIG,SIGNET JEWELERS LTD,2016-06-07,2016-06-14,2016-06-15,2016-09-15,-0.0645,0.0346,-0.0991,591104,3,0001209191-16-127580
LUV,SOUTHWEST AIRLINES CO,2016-08-02,2016-08-04,2016-08-05,2016-11-07,0.1172,-0.0292,0.1464,1354398,3,0000092380-16-000260
BALL,BALL CORP,2016-08-08,2016-08-08,2016-08-09,2016-11-09,-0.0247,-0.0131,-0.0116,715670,3,0001127602-16-059761
COP,CONOCOPHILLIPS,2016-08-01,2016-08-15,2016-08-16,2016-11-16,0.0768,0.0120,0.0649,957430,3,0001209191-16-137049
AAP,ADVANCE AUTO PARTS INC,2016-08-18,2016-08-23,2016-08-24,2016-11-25,0.0807,0.0206,0.0602,1196867,3,0001158449-16-000470
LUMN,"CENTURYLINK, INC",2016-11-07,2016-11-14,2016-11-15,2017-02-15,0.0210,0.0802,-0.0591,1542432,3,0001209191-16-149533
CCI,CROWN CASTLE INTERNATIONAL CORP,2016-11-14,2016-11-15,2016-11-16,2017-02-16,0.0987,0.0771,0.0216,555061,3,0001051470-16-000289
PBI,PITNEY BOWES INC /DE/,2016-11-02,2016-11-21,2016-11-22,2017-02-22,-0.0668,0.0770,-0.1438,144700,3,0001562180-16-003589
CHD,CHURCH & DWIGHT CO INC /DE/,2016-11-07,2016-11-21,2016-11-22,2017-02-22,0.1056,0.0770,0.0286,446675,3,0001127602-16-067851
COTY,COTY INC.,2017-02-10,2017-02-28,2017-03-01,2017-06-01,0.0174,0.0166,0.0008,2208883,3,0001024305-17-000014
PRU,PRUDENTIAL FINANCIAL INC,2017-02-21,2017-03-07,2017-03-08,2017-06-08,-0.0716,0.0276,-0.0992,127926,3,0001127602-17-010522
TGT,TARGET CORP,2017-03-01,2017-03-09,2017-03-10,2017-06-12,0.0428,0.0360,0.0069,1073750,3,0001225208-17-006027
FAST,FASTENAL CO,2017-04-17,2017-05-01,2017-05-02,2017-08-02,-0.0308,0.0408,-0.0717,255582,3,0001179110-17-006300
WFC,WELLS FARGO & COMPANY/MN,2017-04-17,2017-05-05,2017-05-08,2017-08-08,-0.0439,0.0343,-0.0783,5526822,3,0001127602-17-017038
MOS,MOSAIC CO,2017-05-04,2017-05-08,2017-05-09,2017-08-09,-0.0979,0.0339,-0.1318,687350,3,0001243786-17-000077
GE,GENERAL ELECTRIC CO,2017-04-24,2017-05-16,2017-05-17,2017-08-17,-0.0912,0.0296,-0.1208,3854200,3,0001231205-17-000057
AAP,ADVANCE AUTO PARTS INC,2017-05-26,2017-05-31,2017-06-01,2017-09-01,-0.2665,0.0231,-0.2896,49404349,3,0000921895-17-001682
COTY,COTY INC.,2017-05-23,2017-06-19,2017-06-20,2017-09-20,-0.1288,0.0204,-0.1493,2645891,3,0001024305-17-000054
WMB,WILLIAMS COMPANIES INC,2017-05-26,2017-06-20,2017-06-21,2017-09-21,0.0723,0.0302,0.0421,1076480,3,0001209191-17-041102
EQT,EQT Corp,2017-06-21,2017-06-23,2017-06-26,2017-09-26,0.1495,0.0304,0.1191,688880,3,0001127602-17-022099
CSX,CSX CORP,2017-07-21,2017-07-24,2017-07-25,2017-10-25,0.0730,0.0457,0.0273,210022890,3,0001140361-17-028476
KEY,KEYCORP /NEW/,2017-07-25,2017-07-28,2017-07-31,2017-10-31,0.0194,0.0365,-0.0171,200720,3,0001294671-17-000079
RRC,RANGE RESOURCES CORP,2017-08-03,2017-08-10,2017-08-11,2017-11-13,0.1445,0.0616,0.0829,449800,3,0001127602-17-025405
APA,APACHE CORP,2017-08-07,2017-08-14,2017-08-15,2017-11-15,0.0043,0.0529,-0.0487,192891,3,0001357400-17-000138
BKR,Baker Hughes a GE Co,2017-08-02,2017-08-18,2017-08-21,2017-11-21,-0.0623,0.0773,-0.1397,476796,3,0001701605-17-000090
WBD,"Discovery Communications, Inc.",2017-08-01,2017-08-22,2017-08-23,2017-11-24,-0.2091,0.0696,-0.2787,1243300,3,0001209191-17-049833
GM,General Motors Co,2017-08-01,2017-08-22,2017-08-23,2017-11-24,0.2731,0.0696,0.2035,896644,3,0001467858-17-000114
GE,GENERAL ELECTRIC CO,2017-07-24,2017-08-23,2017-08-24,2017-11-24,-0.2401,0.0728,-0.3129,6118273,5,0001231205-17-000092
FAST,FASTENAL CO,2017-07-21,2017-08-23,2017-08-24,2017-11-24,0.1905,0.0728,0.1177,73083,3,0001179110-17-011764
INCY,INCYTE CORP,2017-09-08,2017-09-08,2017-09-11,2017-12-11,-0.2681,0.0885,-0.3565,39600000,3,0001638599-17-000926
SYY,SYSCO CORP,2017-09-15,2017-09-19,2017-09-20,2017-12-20,0.1337,0.0780,0.0557,143257625,3,0001209191-17-053372
AES,AES CORP,2017-11-10,2017-11-14,2017-11-15,2018-02-15,-0.0308,0.0470,-0.0778,451207,3,0001127602-17-031974
GE,GENERAL ELECTRIC CO,2017-11-15,2017-11-22,2017-11-24,2018-02-26,-0.2052,0.0532,-0.2583,55895470,4,0001231205-17-000140
LUMN,"CENTURYLINK, INC",2017-12-08,2017-12-08,2017-12-11,2018-03-12,0.2136,0.0397,0.1740,856600,3,0001209191-17-064878
CMG,CHIPOTLE MEXICAN GRILL INC,2018-02-15,2018-03-02,2018-03-05,2018-06-05,0.3897,0.0243,0.3653,134819781,3,0000899243-18-006099
MDLZ,"Mondelez International, Inc.",2018-02-16,2018-03-09,2018-03-12,2018-06-12,-0.0919,0.0063,-0.0981,91160044,3,0001209191-18-018482
SLB,SCHLUMBERGER LIMITED/NV,2018-03-26,2018-03-28,2018-03-29,2018-06-29,0.0603,0.0365,0.0238,1163650,3,0001127602-18-012927
AVGO,Broadcom Inc.,2018-04-13,2018-04-17,2018-04-18,2018-07-18,-0.1634,0.0313,-0.1946,256435459,3,0000899243-18-010288
FAST,FASTENAL CO,2018-04-25,2018-05-01,2018-05-02,2018-08-02,0.1301,0.0510,0.0791,107678,3,0001179110-18-005969
BFH,ALLIANCE DATA SYSTEMS CORP,2018-05-08,2018-05-10,2018-05-11,2018-08-13,0.1044,0.0382,0.0662,122653170,3,0001418812-18-000045
PM,Philip Morris International Inc.,2018-04-25,2018-05-15,2018-05-16,2018-08-16,0.0563,0.0386,0.0177,4707840,3,0001182489-18-000231
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2018-05-07,2018-05-15,2018-05-16,2018-08-16,0.1174,0.0386,0.0788,535902,3,0001209191-18-030262
DLTR,DOLLAR TREE INC,2018-06-04,2018-06-19,2018-06-20,2018-09-20,-0.0373,0.0476,-0.0849,647082,3,0001127602-18-021441
LKQ,LKQ CORP,2018-06-01,2018-06-22,2018-06-25,2018-09-25,-0.0347,0.0493,-0.0840,221759,3,0001214659-18-004553
EQT,EQT Corp,2018-06-06,2018-07-05,2018-07-06,2018-10-08,-0.1863,0.0359,-0.2222,252230,3,0001127602-18-022854
T,AT&T INC.,2018-07-25,2018-07-27,2018-07-30,2018-10-30,-0.0355,-0.0735,0.0380,2573181,3,0001127602-18-023932
SYF,Synchrony Financial,2018-07-30,2018-07-31,2018-08-01,2018-11-01,0.0089,-0.0500,0.0589,738250,3,0001601712-18-000212
STX,Seagate Technology plc,2018-07-31,2018-08-02,2018-08-03,2018-11-05,-0.1683,-0.0365,-0.1318,149782470,3,0001418812-18-000068
NWL,NEWELL BRANDS INC,2018-08-08,2018-08-08,2018-08-09,2018-11-09,-0.0378,-0.0192,-0.0185,1793545,3,0000814453-18-000056
CAG,CONAGRA BRANDS INC.,2018-10-12,2018-10-12,2018-10-15,2019-01-15,-0.4072,-0.0443,-0.3629,849948,3,0000899243-18-026642
FAST,FASTENAL CO,2018-10-12,2018-10-17,2018-10-18,2019-01-18,0.1122,-0.0429,0.1550,208145,3,0001179110-18-012255
URI,UNITED RENTALS INC /DE,2018-10-22,2018-10-26,2018-10-29,2019-01-29,0.1318,0.0258,0.1060,133889,3,0001209191-18-056305
EQT,EQT Corp,2018-10-01,2018-10-31,2018-11-01,2019-02-01,0.0352,0.0196,0.0155,587187,3,0001127602-18-031467
WMB,WILLIAMS COMPANIES INC,2018-11-02,2018-11-02,2018-11-05,2019-02-05,0.0675,0.0159,0.0517,967575,3,0001209191-18-056936
IBM,INTERNATIONAL BUSINESS MACHINES CORP,2018-10-31,2018-11-05,2018-11-06,2019-02-06,0.1346,0.0128,0.1218,843367,3,0001562180-18-004396
PRGO,PERRIGO Co plc,2018-11-09,2018-11-09,2018-11-12,2019-02-12,-0.2586,-0.0019,-0.2567,1450884,3,0001585364-18-000096
GE,GENERAL ELECTRIC CO,2018-11-01,2018-11-15,2018-11-16,2019-02-19,0.2430,0.0368,0.2063,2783250,3,0001231205-18-000159
HD,HOME DEPOT INC,2018-11-14,2018-11-21,2018-11-23,2019-02-25,0.1447,0.0663,0.0784,2570800,3,0001209191-18-059652
STX,Seagate Technology plc,2018-11-20,2018-11-23,2018-11-26,2019-02-26,0.1114,0.0696,0.0418,46581151,3,0000904454-18-000773
JNJ,JOHNSON & JOHNSON,2018-12-14,2018-12-17,2018-12-18,2019-03-18,0.0493,0.1236,-0.0743,502702,3,0001225208-18-016667
AES,AES CORP,2018-12-26,2018-12-28,2018-12-31,2019-04-01,0.2644,0.1591,0.1053,1443750,3,0001418812-18-000116
SJM,J M SMUCKER Co,2018-11-30,2018-12-28,2018-12-31,2019-04-01,0.2496,0.1591,0.0904,3188740,3,0001127602-18-037518
PWR,QUANTA SERVICES INC,2018-12-18,2019-01-02,2019-01-03,2019-04-03,0.2978,0.1647,0.1330,1268862,3,0001050915-19-000002
ZBH,"ZIMMER BIOMET HOLDINGS, INC.",2019-02-05,2019-02-06,2019-02-07,2019-05-07,0.0576,0.0669,-0.0093,1012874,3,0000911916-19-000022
MAT,MATTEL INC /DE/,2019-02-19,2019-02-25,2019-02-26,2019-05-28,-0.2302,-0.0014,-0.2289,805800,3,0001523711-19-000016
LUMN,"CENTURYLINK, INC",2019-03-06,2019-03-07,2019-03-08,2019-06-10,-0.0835,0.0415,-0.1251,1674120,3,0001209191-19-017849
CVS,CVS HEALTH Corp,2019-03-01,2019-03-11,2019-03-12,2019-06-12,0.0064,0.0337,-0.0273,937865,3,0001127602-19-010798
MOS,MOSAIC CO,2019-05-08,2019-05-10,2019-05-13,2019-08-13,-0.1149,-0.0027,-0.1123,390632,3,0001243786-19-000053
AES,AES CORP,2019-05-09,2019-05-13,2019-05-14,2019-08-14,-0.0691,0.0344,-0.1035,124743060,3,0001418812-19-000028
COTY,COTY INC.,2019-05-10,2019-05-14,2019-05-15,2019-08-15,-0.2107,-0.0059,-0.2049,62588415,3,0001024305-19-000058
LIN,LINDE PLC,2019-05-15,2019-05-17,2019-05-20,2019-08-20,0.0168,0.0193,-0.0025,872753,3,0001707925-19-000041
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,2019-05-21,2019-05-24,2019-05-28,2019-08-28,0.0005,0.0058,-0.0053,1349650,3,0001209191-19-032636
M,"Macy's, Inc.",2019-05-17,2019-05-28,2019-05-29,2019-08-29,-0.2784,0.0252,-0.3036,432935,3,0000794367-19-000068
XRAY,DENTSPLY SIRONA Inc.,2019-05-07,2019-05-30,2019-05-31,2019-09-03,-0.0285,0.0470,-0.0755,1274952,3,0001127602-19-020236
HSY,HERSHEY CO,2019-05-30,2019-05-31,2019-06-03,2019-09-03,0.2071,0.0593,0.1478,401990,3,0001127602-19-020273
MAC,MACERICH CO,2019-05-08,2019-05-31,2019-06-03,2019-09-03,-0.2002,0.0593,-0.2595,1300095,3,0001209191-19-033564
APA,APACHE CORP,2019-05-07,2019-06-03,2019-06-04,2019-09-04,-0.1899,0.0455,-0.2354,298500,3,0001357400-19-000100
AAL,American Airlines Group Inc.,2019-06-04,2019-06-04,2019-06-05,2019-09-05,-0.0744,0.0338,-0.1082,1682100,3,0001225208-19-008792
OXY,OCCIDENTAL PETROLEUM CORP /DE/,2019-06-10,2019-06-11,2019-06-12,2019-09-12,-0.0443,0.0474,-0.0917,2766799,3,0001567619-19-013239
LOW,LOWES COMPANIES INC,2019-05-24,2019-06-21,2019-06-24,2019-09-24,0.1108,0.0210,0.0898,1174566,3,0000060667-19-000113
ABBV,AbbVie Inc.,2019-06-26,2019-06-28,2019-07-01,2019-10-01,0.0483,0.0157,0.0325,3326920,3,0001179110-19-008215
WMB,"WILLIAMS COMPANIES, INC.",2019-08-05,2019-08-08,2019-08-09,2019-11-11,-0.0711,0.0567,-0.1278,706400,3,0001209191-19-045088
DOW,DOW INC.,2019-08-02,2019-08-12,2019-08-13,2019-11-13,0.2035,0.0788,0.1248,969910,3,0001225208-19-011132
GE,GENERAL ELECTRIC CO,2019-08-12,2019-08-14,2019-08-15,2019-11-15,0.3293,0.1004,0.2289,4491512,3,0001231205-19-000163
AES,AES CORP,2019-08-12,2019-08-14,2019-08-15,2019-11-15,0.2415,0.1004,0.1411,9150000,3,0001418812-19-000057
ALGN,ALIGN TECHNOLOGY INC,2019-08-02,2019-08-14,2019-08-15,2019-11-15,0.4833,0.1004,0.3829,1304922,3,0001783781-19-000003
BKR,Baker Hughes a GE Co,2019-08-15,2019-08-16,2019-08-19,2019-11-19,0.0388,0.0897,-0.0510,620900,3,0001701605-19-000069
URI,"UNITED RENTALS, INC.",2019-07-22,2019-08-20,2019-08-21,2019-11-21,0.3260,0.0817,0.2443,842073,3,0001209191-19-046809
COTY,COTY INC.,2019-08-30,2019-09-04,2019-09-05,2019-12-05,0.1990,0.0677,0.1313,10781301,3,0001024305-19-000100
PRU,PRUDENTIAL FINANCIAL INC,2019-09-09,2019-09-10,2019-09-11,2019-12-11,0.0666,0.0459,0.0207,1137848,3,0001127602-19-028141
CHD,CHURCH & DWIGHT CO INC /DE/,2019-09-16,2019-09-17,2019-09-18,2019-12-18,-0.0570,0.0529,-0.1099,656946,3,0001127602-19-028501
LLY,ELI LILLY & Co,2019-10-24,2019-10-28,2019-10-29,2020-01-29,0.2472,0.0616,0.1856,800164,3,0000059478-19-000287
CTVA,"Corteva, Inc.",2019-11-04,2019-11-06,2019-11-07,2020-02-07,0.1926,0.0631,0.1295,287429,3,0001209191-19-055546
MCD,MCDONALDS CORP,2019-11-06,2019-11-12,2019-11-13,2020-02-13,0.1256,0.0714,0.0541,1236103,3,0001567619-19-020912
DOC,Physicians Realty Trust,2019-11-08,2019-11-12,2019-11-13,2020-02-13,0.0953,0.0714,0.0238,137568,3,0001574540-19-000136
OXY,OCCIDENTAL PETROLEUM CORP /DE/,2019-11-08,2019-12-09,2019-12-10,2020-03-10,-0.5770,-0.1699,-0.4071,1781329,3,0001567619-19-022794
EXPE,"Expedia Group, Inc.",2019-11-25,2019-12-09,2019-12-10,2020-03-10,-0.1899,-0.1699,-0.0201,4725339,3,0001225208-19-015437
BKR,Baker Hughes Co,2020-02-24,2020-02-26,2020-02-27,2020-05-27,-0.0522,-0.0770,0.0248,642318,3,0001701605-20-000022
CTVA,"Corteva, Inc.",2020-02-03,2020-03-02,2020-03-03,2020-06-03,-0.0053,-0.0272,0.0218,1216100,3,0001209191-20-014624
NWL,NEWELL BRANDS INC.,2020-03-03,2020-03-09,2020-03-10,2020-06-10,0.1853,0.1928,-0.0075,5669155,3,0000814453-20-000086
