ticker,issuer,trade_date,filing_date,entry_day,exit_day,ret_3m,ew_3m,excess_3m,value,n_insiders,accession
CINF,CINCINNATI FINANCIAL CORP,2009-11-19,2009-11-19,2009-11-20,2010-02-22,0.0645,0.0511,0.0134,76410,1,0001127602-09-023044
MBI,MBIA INC,2009-11-25,2009-11-25,2009-11-27,2010-03-01,0.4494,0.0337,0.4157,172500,1,0001181431-09-053720
ORCL,ORACLE CORP,2009-12-28,2009-12-30,2009-12-31,2010-03-31,0.0177,0.0723,-0.0546,74660,1,0001127602-09-026285
HBAN,HUNTINGTON BANCSHARES INC/MD,2010-01-26,2010-01-26,2010-01-27,2010-04-27,0.4373,0.1571,0.2802,496882,1,0001225208-10-002251
HOG,HARLEY DAVIDSON INC,2010-01-26,2010-01-27,2010-01-28,2010-04-28,0.4465,0.1216,0.3248,23590,1,0001225208-10-002310
VZ,VERIZON COMMUNICATIONS INC,2010-01-28,2010-01-29,2010-02-01,2010-05-03,-0.0070,0.1507,-0.1577,435973,1,0001233402-10-000026
PPG,PPG INDUSTRIES INC,2010-02-05,2010-02-05,2010-02-08,2010-05-10,0.1644,0.0798,0.0847,14502,1,0001209191-10-007244
EFX,EQUIFAX INC,2010-02-05,2010-02-09,2010-02-10,2010-05-10,0.0591,0.0732,-0.0141,44127,1,0001225208-10-003708
FMC,FMC CORP,2010-02-08,2010-02-09,2010-02-10,2010-05-10,0.1986,0.0732,0.1254,993663,1,0001246360-10-000644
FSLR,"FIRST SOLAR, INC.",2010-02-26,2010-02-26,2010-03-01,2010-06-01,0.0430,0.0246,0.0184,1046300,1,0001127602-10-006512
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,2010-03-01,2010-03-02,2010-03-03,2010-06-03,0.0273,0.0131,0.0142,59880,1,0000788784-10-000019
CINF,CINCINNATI FINANCIAL CORP,2010-05-05,2010-05-06,2010-05-07,2010-08-09,0.0366,0.0030,0.0336,69575,1,0001127602-10-013311
TAP,MOLSON COORS BREWING CO,2010-05-05,2010-05-13,2010-05-14,2010-08-16,0.0701,-0.0670,0.1371,130500,1,0001225208-10-012832
CMCSA,COMCAST CORP,2010-05-24,2010-05-25,2010-05-26,2010-08-26,-0.0161,-0.0060,-0.0101,506700,1,0001225208-10-013852
HRL,HORMEL FOODS CORP /DE/,2010-06-02,2010-06-02,2010-06-03,2010-09-03,0.0810,0.0050,0.0759,300525,1,0001179110-10-009721
GEN,SYMANTEC CORP,2010-06-01,2010-06-03,2010-06-04,2010-09-07,-0.0293,0.0141,-0.0434,279685,1,0001209191-10-032040
FISV,FISERV INC,2010-06-07,2010-06-08,2010-06-09,2010-09-09,0.1453,0.0536,0.0917,137940,1,0001181431-10-032016
PLD,PROLOGIS,2010-06-24,2010-06-25,2010-06-28,2010-09-28,0.0112,0.0666,-0.0554,107600,1,0001209191-10-035767
BAC,BANK OF AMERICA CORP /DE/,2010-07-22,2010-07-26,2010-07-27,2010-10-27,-0.2198,0.0679,-0.2876,81600,1,0001225208-10-017521
TFC,BB&T CORP,2010-07-26,2010-07-28,2010-07-29,2010-10-29,-0.0934,0.0787,-0.1721,127700,1,0001225208-10-017744
TMO,THERMO FISHER SCIENTIFIC INC.,2010-08-05,2010-08-06,2010-08-09,2010-11-09,0.1344,0.1045,0.0298,225700,1,0001225208-10-018742
AKAM,AKAMAI TECHNOLOGIES INC,2010-08-06,2010-08-09,2010-08-10,2010-11-10,0.2399,0.0852,0.1547,592800,1,0001035440-10-000023
TAP,MOLSON COORS BREWING CO,2010-08-31,2010-08-31,2010-09-01,2010-12-01,0.1062,0.1450,-0.0388,173080,1,0001225208-10-020044
HRB,H&R BLOCK INC,2010-09-13,2010-09-14,2010-09-15,2010-12-15,0.0317,0.1254,-0.0937,64300,1,0001225208-10-020794
COR,CoreSite Realty Corp,2010-09-28,2010-10-12,2010-10-13,2011-01-13,0.0891,0.1188,-0.0297,401600,1,0001209191-10-050202
INTC,INTEL CORP,2010-10-18,2010-10-19,2010-10-20,2011-01-20,0.0935,0.1232,-0.0298,95900,1,0001127602-10-025694
PG,PROCTER & GAMBLE CO,2010-10-28,2010-10-28,2010-10-29,2011-01-31,0.0253,0.1064,-0.0811,407539,1,0001127602-10-026143
C,CITIGROUP INC,2010-11-04,2010-11-08,2010-11-09,2011-02-09,0.0917,0.1089,-0.0172,23375,1,0001181431-10-054021
HBAN,HUNTINGTON BANCSHARES INC/MD,2010-12-17,2010-12-17,2010-12-20,2011-03-21,0.0610,0.0469,0.0141,214200,1,0001225208-10-027403
HRL,HORMEL FOODS CORP /DE/,2010-12-21,2010-12-22,2010-12-23,2011-03-23,0.0724,0.0436,0.0288,77340,1,0001179110-10-018047
GNW,GENWORTH FINANCIAL INC,2011-02-08,2011-02-09,2011-02-10,2011-05-10,-0.1003,0.0382,-0.1385,128100,1,0001181431-11-008659
GE,GENERAL ELECTRIC CO,2011-03-01,2011-03-01,2011-03-02,2011-06-02,-0.0505,0.0270,-0.0776,844000,1,0001231205-11-000023
CME,CME GROUP INC.,2011-03-10,2011-03-11,2011-03-14,2011-06-14,-0.0658,-0.0168,-0.0490,200779,1,0001156375-11-000014
BNY,Bank of New York Mellon CORP,2011-03-14,2011-03-14,2011-03-15,2011-06-15,-0.0515,0.0043,-0.0558,288600,1,0001181431-11-017777
TAP,MOLSON COORS BREWING CO,2011-03-11,2011-03-14,2011-03-15,2011-06-15,0.0499,0.0043,0.0456,132180,1,0001225208-11-009534
HAS,HASBRO INC,2011-04-21,2011-04-25,2011-04-26,2011-07-26,-0.1116,-0.0035,-0.1081,448500,1,0000046080-11-000040
WFC,WELLS FARGO & CO/MN,2011-04-21,2011-04-25,2011-04-26,2011-07-26,0.0135,-0.0035,0.0171,285400,1,0001127602-11-013552
FHN,FIRST HORIZON NATIONAL CORP,2011-04-28,2011-04-28,2011-04-29,2011-07-29,-0.1796,-0.0524,-0.1272,107600,1,0001127602-11-014008
KEY,KEYCORP /NEW/,2011-05-02,2011-05-02,2011-05-03,2011-08-03,-0.0976,-0.0914,-0.0062,174400,1,0001232432-11-000090
PG,PROCTER & GAMBLE CO,2011-04-29,2011-05-02,2011-05-03,2011-08-03,-0.0613,-0.0914,0.0301,82520,1,0001127602-11-014368
CMCSA,COMCAST CORP,2011-05-09,2011-05-10,2011-05-11,2011-08-11,-0.2300,-0.1917,-0.0383,633250,1,0001225208-11-013665
HBAN,HUNTINGTON BANCSHARES INC/MD,2011-05-23,2011-05-23,2011-05-24,2011-08-24,-0.2610,-0.1424,-0.1186,248430,1,0001225208-11-015003
EP,EL PASO CORP/DE,2011-05-27,2011-05-31,2011-06-01,2011-09-01,0.0000,-0.1078,0.1078,502560,1,0001127602-11-017800
JPM,J P MORGAN CHASE & CO,2007-09-04,2011-07-07,2011-07-08,2011-10-10,-0.2168,-0.1733,-0.0435,29983,1,0001225208-11-017918
HAS,HASBRO INC,2011-07-20,2011-07-21,2011-07-22,2011-10-24,-0.1079,-0.0865,-0.0215,197750,1,0000046080-11-000074
PFG,PRINCIPAL FINANCIAL GROUP INC,2011-07-22,2011-07-26,2011-07-27,2011-10-27,-0.0156,-0.0716,0.0561,19894,1,0001126328-11-000232
HBAN,HUNTINGTON BANCSHARES INC/MD,2011-07-26,2011-07-27,2011-07-28,2011-10-28,-0.0976,-0.0097,-0.0879,249980,1,0001225208-11-018798
CINF,CINCINNATI FINANCIAL CORP,2011-07-29,2011-08-02,2011-08-03,2011-11-03,0.0988,-0.0005,0.0993,453975,1,0001127602-11-022487
MS,MORGAN STANLEY,2011-08-04,2011-08-04,2011-08-05,2011-11-07,-0.1553,0.0609,-0.2162,2062000,1,0001209191-11-042424
RSG,"REPUBLIC SERVICES, INC.",2011-08-04,2011-08-04,2011-08-05,2011-11-07,0.0383,0.0609,-0.0226,83040,1,0001209191-11-042551
LUMN,"CENTURYLINK, INC",2011-08-04,2011-08-05,2011-08-08,2011-11-08,0.1383,0.0667,0.0716,337100,1,0001235110-11-000253
TAP,MOLSON COORS BREWING CO,2011-08-05,2011-08-05,2011-08-08,2011-11-08,-0.0440,0.0667,-0.1108,125460,1,0001225208-11-019342
D,DOMINION RESOURCES INC /VA/,2011-08-08,2011-08-08,2011-08-09,2011-11-09,0.1205,0.1659,-0.0454,117500,1,0001225208-11-019358
COR,CoreSite Realty Corp,2011-08-08,2011-08-09,2011-08-10,2011-11-10,0.0756,0.0629,0.0126,150400,1,0001209191-11-043264
FISV,FISERV INC,2011-08-08,2011-08-09,2011-08-10,2011-11-10,0.0897,0.0629,0.0267,53000,1,0001181431-11-044695
GLW,CORNING INC /NY,2011-08-10,2011-08-10,2011-08-11,2011-11-11,0.1169,0.1210,-0.0041,876850,1,0001127602-11-023237
CTAS,CINTAS CORP,2011-08-09,2011-08-11,2011-08-12,2011-11-14,0.0143,0.0915,-0.0772,17846500,1,0001140361-11-041152
EBAY,EBAY INC,2011-08-10,2011-08-11,2011-08-12,2011-11-14,0.0435,0.0915,-0.0481,99913,1,0001218363-11-000006
TFC,BB&T CORP,2011-08-10,2011-08-12,2011-08-15,2011-11-15,0.1081,0.0737,0.0344,101800,1,0001225208-11-019807
FITB,FIFTH THIRD BANCORP,2011-08-12,2011-08-15,2011-08-16,2011-11-16,0.1763,0.0559,0.1204,95400,1,0000035527-11-000136
MRK,Merck & Co. Inc.,2011-08-15,2011-08-15,2011-08-16,2011-11-16,0.1116,0.0559,0.0557,1016838,1,0001225208-11-019890
IRM,IRON MOUNTAIN INC,2011-08-12,2011-08-16,2011-08-17,2011-11-17,-0.0646,0.0501,-0.1147,7999457,1,0001104659-11-047251
GME,GameStop Corp.,2011-08-22,2011-08-22,2011-08-23,2011-11-23,0.0239,0.0763,-0.0524,50039,1,0000950138-11-000460
NOC,NORTHROP GRUMMAN CORP /DE/,2011-08-19,2011-08-23,2011-08-24,2011-11-25,0.0485,0.0135,0.0351,248750,1,0001181431-11-046577
FSLR,"FIRST SOLAR, INC.",2011-08-24,2011-08-24,2011-08-25,2011-11-25,-0.5705,-0.0027,-0.5679,91750,1,0001127602-11-024228
BNY,Bank of New York Mellon CORP,2011-09-02,2011-09-07,2011-09-08,2011-12-08,-0.0342,0.0607,-0.0949,509196,1,0001181431-11-048446
HRB,H&R BLOCK INC,2011-09-06,2011-09-08,2011-09-09,2011-12-09,0.1604,0.0493,0.1111,65650,1,0001225208-11-021563
OI,OWENS ILLINOIS INC /DE/,2011-09-09,2011-09-09,2011-09-12,2011-12-12,0.1986,0.0985,0.1000,2007072,1,0000812074-11-000058
PCG,PG&E CORP,2011-09-14,2011-09-15,2011-09-16,2011-12-16,-0.0357,0.0070,-0.0427,1493280,1,0001127602-11-025318
FHN,FIRST HORIZON NATIONAL CORP,2011-10-20,2011-10-20,2011-10-21,2012-01-23,0.3110,0.1088,0.2022,66900,1,0001127602-11-027542
SLB,SCHLUMBERGER LTD /NV/,2011-10-25,2011-10-25,2011-10-26,2012-01-26,0.1151,0.1026,0.0124,414000,1,0001246360-11-003853
PG,PROCTER & GAMBLE Co,2011-10-31,2011-10-31,2011-11-01,2012-02-01,0.0088,0.0621,-0.0533,408049,1,0001127602-11-027944
HBAN,HUNTINGTON BANCSHARES INC/MD,2011-10-31,2011-11-01,2011-11-02,2012-02-02,0.1450,0.1094,0.0357,64000,1,0001225208-11-024111
FLS,FLOWSERVE CORP,2011-11-01,2011-11-02,2011-11-03,2012-02-03,0.1921,0.0889,0.1033,639472,1,0001209191-11-053765
SLM,SLM CORP,2011-11-02,2011-11-03,2011-11-04,2012-02-06,0.1145,0.0860,0.0285,1370000,1,0001127602-11-028613
WHR,WHIRLPOOL CORP /DE/,2011-11-04,2011-11-08,2011-11-09,2012-02-09,0.3558,0.0763,0.2795,256600,1,0001224295-11-000008
D,DOMINION RESOURCES INC /VA/,2012-01-31,2012-01-31,2012-02-01,2012-05-01,0.0536,0.0625,-0.0089,247500,1,0001225208-12-002567
XYL,Xylem Inc.,2012-03-01,2012-03-02,2012-03-05,2012-06-05,-0.0798,-0.0780,-0.0018,26330,1,0001209191-12-015336
HBAN,HUNTINGTON BANCSHARES INC/MD,2012-04-20,2012-04-23,2012-04-24,2012-07-24,-0.0137,-0.0215,0.0078,117723,1,0001225208-12-010089
PG,PROCTER & GAMBLE Co,2012-04-30,2012-05-02,2012-05-03,2012-08-03,0.0153,-0.0408,0.0561,76578,1,0001127602-12-015457
HIG,HARTFORD FINANCIAL SERVICES GROUP INC/DE,2012-05-04,2012-05-08,2012-05-09,2012-08-09,-0.1136,0.0293,-0.1429,478679,1,0001209191-12-026617
AES,AES CORP,2012-05-09,2012-05-09,2012-05-10,2012-08-10,-0.0409,0.0331,-0.0740,501671,1,0001127602-12-016380
DGX,QUEST DIAGNOSTICS INC,2012-05-08,2012-05-09,2012-05-10,2012-08-10,0.0348,0.0331,0.0017,1137800,1,0001127602-12-016344
NRG,"NRG ENERGY, INC.",2012-05-08,2012-05-09,2012-05-10,2012-08-10,0.3330,0.0331,0.2999,75050,1,0001179110-12-008096
FAST,FASTENAL CO,2012-05-09,2012-05-10,2012-05-11,2012-08-13,-0.0382,0.0333,-0.0715,43269,1,0001179110-12-008145
FOSL,FOSSIL INC,2012-05-10,2012-05-10,2012-05-11,2012-08-13,0.0950,0.0333,0.0616,316600,1,0001127602-12-016459
GNW,GENWORTH FINANCIAL INC,2012-05-09,2012-05-10,2012-05-11,2012-08-13,-0.1413,0.0333,-0.1747,84000,1,0001181431-12-029103
AMD,ADVANCED MICRO DEVICES INC,2012-05-17,2012-05-21,2012-05-22,2012-08-22,-0.3436,0.0836,-0.4272,49600,1,0001528597-12-000001
GME,GameStop Corp.,2012-05-21,2012-05-21,2012-05-22,2012-08-22,0.0264,0.0836,-0.0573,124896,1,0000950138-12-000291
PBI,PITNEY BOWES INC /DE/,2012-05-21,2012-05-22,2012-05-23,2012-08-23,0.0293,0.0811,-0.0518,271078,1,0001225208-12-012968
BBY,BEST BUY CO INC,2012-05-23,2012-05-23,2012-05-24,2012-08-24,-0.0418,0.0676,-0.1094,1824000,1,0001225208-12-013080
HRB,H&R BLOCK INC,2012-07-09,2012-07-10,2012-07-11,2012-10-11,0.0568,0.0791,-0.0223,101115,1,0001225208-12-016130
JPM,JPMORGAN CHASE & CO,2012-07-19,2012-07-20,2012-07-23,2012-10-23,0.2568,0.0713,0.1855,17107850,1,0001225208-12-016509
NOC,NORTHROP GRUMMAN CORP /DE/,2012-07-31,2012-08-01,2012-08-02,2012-11-02,0.0648,0.0699,-0.0051,66250,1,0001225208-12-017106
BSX,BOSTON SCIENTIFIC CORP,2012-07-31,2012-08-02,2012-08-03,2012-11-05,-0.0244,0.0680,-0.0924,52100,1,0001225208-12-017158
GEN,SYMANTEC CORP,2012-07-31,2012-08-02,2012-08-03,2012-11-05,0.1306,0.0680,0.0626,1406475,1,0001209191-12-039970
DGX,QUEST DIAGNOSTICS INC,2012-08-07,2012-08-07,2012-08-08,2012-11-08,-0.0255,0.0229,-0.0484,296700,1,0001127602-12-023940
HBAN,HUNTINGTON BANCSHARES INC/MD,2012-08-15,2012-08-15,2012-08-16,2012-11-16,-0.0782,-0.0109,-0.0673,32050,1,0001225208-12-017807
PG,PROCTER & GAMBLE Co,2012-10-26,2012-10-26,2012-10-31,2013-01-31,0.0853,0.1138,-0.0285,390259,1,0001127602-12-029118
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2012-10-31,2012-11-01,2012-11-02,2013-02-04,0.1348,0.1047,0.0301,467340,1,0001225208-12-022081
GNW,GENWORTH FINANCIAL INC,2012-11-05,2012-11-05,2012-11-06,2013-02-06,0.4729,0.1096,0.3633,90000,1,0001181431-12-056754
WU,Western Union CO,2012-11-09,2012-11-13,2012-11-14,2013-02-14,0.1390,0.1497,-0.0106,99622,1,0001225208-12-022881
ADM,ARCHER DANIELS MIDLAND CO,2012-11-15,2012-11-15,2012-11-16,2013-02-19,0.3319,0.1672,0.1647,98120,1,0001225208-12-023248
FAST,FASTENAL CO,2012-12-05,2012-12-06,2012-12-07,2013-03-07,0.2282,0.1276,0.1006,109768,1,0001179110-12-017039
HBAN,HUNTINGTON BANCSHARES INC/MD,2013-01-23,2013-01-23,2013-01-24,2013-04-24,0.0082,0.0713,-0.0630,281600,1,0001225208-13-001879
AKAM,AKAMAI TECHNOLOGIES INC,2013-02-08,2013-02-11,2013-02-12,2013-05-13,0.3125,0.0956,0.2169,1765500,1,0001266432-13-000008
HBAN,HUNTINGTON BANCSHARES INC/MD,2013-02-26,2013-02-26,2013-02-27,2013-05-28,0.1233,0.1183,0.0051,68000,1,0001225208-13-005459
AKAM,AKAMAI TECHNOLOGIES INC,2013-03-13,2013-03-14,2013-03-15,2013-06-17,0.2184,0.0489,0.1694,1042500,1,0001266432-13-000028
HBAN,HUNTINGTON BANCSHARES INC/MD,2013-04-19,2013-04-19,2013-04-22,2013-07-22,0.2137,0.1050,0.1087,52744,1,0001225208-13-010136
NEM,NEWMONT MINING CORP /DE/,2013-05-02,2013-05-03,2013-05-06,2013-08-06,-0.1472,0.0693,-0.2165,98430,1,0001164727-13-000045
GNW,GENWORTH FINANCIAL INC,2013-05-07,2013-05-08,2013-05-09,2013-08-09,0.1965,0.0494,0.1471,108900,1,0001181431-13-026273
PBI,PITNEY BOWES INC /DE/,2013-05-07,2013-05-08,2013-05-09,2013-08-09,0.1365,0.0494,0.0872,1013760,1,0001182489-13-000456
APA,APACHE CORP,2013-05-20,2013-05-21,2013-05-22,2013-08-22,-0.0791,-0.0073,-0.0719,836900,1,0001357400-13-000085
IRM,IRON MOUNTAIN INC,2013-06-07,2013-06-07,2013-06-10,2013-09-10,-0.1110,0.0341,-0.1452,102996,1,0001104659-13-047729
VNO,VORNADO REALTY TRUST,2013-06-07,2013-06-11,2013-06-12,2013-09-12,0.0670,0.0582,0.0088,252297,1,0001179110-13-010135
BXP,BOSTON PROPERTIES INC,2013-06-18,2013-06-19,2013-06-20,2013-09-20,0.0470,0.0776,-0.0306,1000122,1,0001246991-13-000136
KMI,"KINDER MORGAN, INC.",2013-06-24,2013-06-24,2013-06-25,2013-09-25,-0.0079,0.1033,-0.1112,17890000,1,0001104659-13-051134
DOC,Physicians Realty Trust,2013-07-24,2013-07-26,2013-07-29,2013-10-29,-0.0393,0.0599,-0.0992,107479,1,0001209191-13-038066
CINF,CINCINNATI FINANCIAL CORP,2013-07-29,2013-07-31,2013-08-01,2013-11-01,0.0255,0.0567,-0.0313,147090,1,0001127602-13-023866
KEY,KEYCORP /NEW/,2013-08-09,2013-08-09,2013-08-12,2013-11-12,0.0689,0.0576,0.0113,208760,1,0001294671-13-000027
C,CITIGROUP INC,2013-06-19,2013-08-23,2013-08-26,2013-11-26,0.0665,0.0918,-0.0253,29203,1,0001181431-13-046351
KMI,"KINDER MORGAN, INC.",2013-09-09,2013-09-09,2013-09-10,2013-12-10,-0.0729,0.0871,-0.1600,17870000,1,0001584746-13-000001
ITW,ILLINOIS TOOL WORKS INC,2013-09-11,2013-09-13,2013-09-16,2013-12-16,0.0595,0.0584,0.0011,519750,1,0001209191-13-044135
GEN,SYMANTEC CORP,2013-10-28,2013-10-29,2013-10-30,2014-01-30,0.0020,0.0098,-0.0078,2206000,1,0001209191-13-049693
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,2013-10-31,2013-10-31,2013-11-01,2014-02-03,0.0036,0.0255,-0.0220,33040,1,0001225208-13-022497
AKAM,AKAMAI TECHNOLOGIES INC,2013-12-05,2013-12-09,2013-12-10,2014-03-10,0.3822,0.0616,0.3206,1132000,1,0001266432-13-000123
COR,CoreSite Realty Corp,2013-12-12,2013-12-16,2013-12-17,2014-03-17,-0.0110,0.0524,-0.0634,143780,1,0001181431-13-062902
KMI,"KINDER MORGAN, INC.",2013-12-17,2013-12-19,2013-12-20,2014-03-20,-0.1019,0.0498,-0.1517,27642051,1,0001584746-13-000012
GE,GENERAL ELECTRIC CO,2014-01-27,2014-01-27,2014-01-28,2014-04-28,0.0641,0.0600,0.0041,1001600,1,0001231205-14-000023
ADM,ARCHER DANIELS MIDLAND CO,2014-02-05,2014-02-05,2014-02-06,2014-05-06,0.1205,0.0845,0.0360,115710,1,0001225208-14-003476
CINF,CINCINNATI FINANCIAL CORP,2014-02-07,2014-02-10,2014-02-11,2014-05-12,0.0845,0.0506,0.0339,135330,1,0001127602-14-005307
CNX,CONSOL Energy Inc,2014-02-10,2014-02-10,2014-02-11,2014-05-12,0.1713,0.0506,0.1207,102676,1,0001181431-14-006007
TDC,TERADATA CORP /DE/,2014-02-10,2014-02-10,2014-02-11,2014-05-12,-0.0448,0.0506,-0.0955,413000,1,0001181431-14-005986
KMI,"KINDER MORGAN, INC.",2014-02-20,2014-02-21,2014-02-24,2014-05-27,0.0590,0.0348,0.0242,3297000,1,0001584746-14-000012
ALLE,Allegion plc,2014-02-21,2014-02-24,2014-02-25,2014-05-27,-0.0082,0.0285,-0.0367,1003421,1,0001127602-14-007902
KO,COCA COLA CO,2014-02-25,2014-02-26,2014-02-27,2014-05-27,0.0804,0.0282,0.0522,398055,1,0001127602-14-008558
HBAN,HUNTINGTON BANCSHARES INC/MD,2014-02-28,2014-03-03,2014-03-04,2014-06-04,-0.0240,0.0431,-0.0671,94401,1,0001225208-14-006947
GE,GENERAL ELECTRIC CO,2014-03-03,2014-03-04,2014-03-05,2014-06-05,0.0295,0.0311,-0.0016,2642431,1,0001231205-14-000030
C,CITIGROUP INC,2014-04-15,2014-04-17,2014-04-21,2014-07-21,0.0206,0.0582,-0.0376,48190,1,0001181431-14-016449
HBAN,HUNTINGTON BANCSHARES INC/MD,2014-04-24,2014-04-25,2014-04-28,2014-07-28,0.0858,0.0628,0.0230,100233,1,0001225208-14-011150
DGX,QUEST DIAGNOSTICS INC,2014-05-05,2014-05-07,2014-05-08,2014-08-08,0.0695,0.0187,0.0508,222040,1,0001127602-14-016712
AMGN,AMGEN INC,2014-05-12,2014-05-12,2014-05-13,2014-08-13,0.1397,0.0218,0.1179,99922,1,0001127602-14-017221
KMI,"KINDER MORGAN, INC.",2014-05-09,2014-05-12,2014-05-13,2014-08-13,0.2088,0.0218,0.1869,3236000,1,0001584746-14-000019
FAST,FASTENAL CO,2014-07-15,2014-07-16,2014-07-17,2014-10-17,-0.0852,-0.0558,-0.0294,90273,1,0001179110-14-011758
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2014-08-01,2014-08-01,2014-08-04,2014-11-04,0.0119,0.0551,-0.0432,3321035,1,0001225208-14-017723
PNR,PENTAIR plc,2014-08-04,2014-08-06,2014-08-07,2014-11-07,0.0416,0.0636,-0.0220,315413,1,0001140361-14-031007
GPC,GENUINE PARTS CO,2014-08-13,2014-08-13,2014-08-14,2014-11-14,0.1912,0.0512,0.1400,420000,1,0001209191-14-052157
NRG,"NRG ENERGY, INC.",2014-09-04,2014-09-05,2014-09-08,2014-12-08,-0.0797,0.0341,-0.1138,152450,1,0001179110-14-013760
KEY,KEYCORP /NEW/,2014-10-17,2014-10-17,2014-10-20,2015-01-20,0.0032,0.0817,-0.0785,246400,1,0001294671-14-000090
HBAN,HUNTINGTON BANCSHARES INC/MD,2014-10-21,2014-10-22,2014-10-23,2015-01-23,0.0806,0.0806,0.0000,163999,1,0001225208-14-021880
NEM,NEWMONT MINING CORP /DE/,2014-11-04,2014-11-04,2014-11-05,2015-02-05,0.3589,0.0291,0.3298,94000,1,0001164727-14-000037
CF,"CF Industries Holdings, Inc.",2014-11-10,2014-11-10,2014-11-11,2015-02-11,0.1805,0.0280,0.1525,503923,1,0001104659-14-079093
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2014-11-18,2014-11-19,2014-11-20,2015-02-20,0.1088,0.0400,0.0688,3196310,1,0001225208-14-023540
TRIP,"TripAdvisor, Inc.",2014-11-26,2014-12-01,2014-12-02,2015-03-02,0.2401,0.0417,0.1984,1000102,1,0001127602-14-033766
BSX,BOSTON SCIENTIFIC CORP,2014-11-28,2014-12-02,2014-12-03,2015-03-03,0.3156,0.0410,0.2746,150813,1,0001225208-14-024250
RIG,Transocean Ltd.,2014-12-01,2014-12-02,2014-12-03,2015-03-03,-0.1409,0.0410,-0.1819,200018,1,0001451505-14-000160
GPC,GENUINE PARTS CO,2015-01-15,2015-01-15,2015-01-16,2015-04-16,-0.0214,0.0749,-0.0962,476250,1,0001209191-15-004427
HBAN,HUNTINGTON BANCSHARES INC/MD,2015-01-26,2015-01-27,2015-01-28,2015-04-28,0.0671,0.0432,0.0239,98751,1,0001225208-15-002047
RF,REGIONS FINANCIAL CORP,2015-01-23,2015-01-27,2015-01-28,2015-04-28,0.0607,0.0432,0.0176,594860,1,0001225208-15-002020
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2015-02-18,2015-02-19,2015-02-20,2015-05-20,-0.0469,0.0180,-0.0648,4138405,1,0001225208-15-004617
AXP,AMERICAN EXPRESS CO,2015-02-26,2015-02-27,2015-03-02,2015-06-02,-0.0253,0.0050,-0.0303,2080250,1,0001127602-15-008804
NRG,"NRG ENERGY, INC.",2015-03-02,2015-03-04,2015-03-05,2015-06-05,-0.0086,0.0018,-0.0105,116950,1,0001179110-15-004184
GPC,GENUINE PARTS CO,2015-03-06,2015-03-06,2015-03-09,2015-06-09,-0.0196,0.0079,-0.0275,373760,1,0001209191-15-023424
KMI,"KINDER MORGAN, INC.",2015-03-13,2015-03-13,2015-03-16,2015-06-16,0.0029,0.0157,-0.0128,3950000,1,0001584746-15-000009
DRI,DARDEN RESTAURANTS INC,2015-04-07,2015-04-09,2015-04-10,2015-07-10,0.0783,-0.0260,0.1043,503804,1,0001225208-15-009910
HBAN,HUNTINGTON BANCSHARES INC/MD,2015-04-24,2015-04-24,2015-04-27,2015-07-27,0.0830,-0.0298,0.1128,107877,1,0001225208-15-010388
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2015-05-01,2015-05-04,2015-05-05,2015-08-05,0.0027,-0.0174,0.0202,2913564,1,0001225208-15-010865
CNP,CENTERPOINT ENERGY INC,2015-05-13,2015-05-14,2015-05-15,2015-08-17,-0.0050,-0.0146,0.0096,396107,1,0001209191-15-042849
KMI,"KINDER MORGAN, INC.",2015-06-15,2015-06-15,2015-06-16,2015-09-16,-0.2194,-0.0501,-0.1693,472500,1,0001104659-15-045366
MU,MICRON TECHNOLOGY INC,2015-07-09,2015-07-10,2015-07-13,2015-10-13,-0.0011,-0.0260,0.0249,87500,1,0000723125-15-000064
GPC,GENUINE PARTS CO,2015-07-22,2015-07-22,2015-07-23,2015-10-23,0.0178,-0.0233,0.0411,350840,1,0001209191-15-062011
QCOM,QUALCOMM INC/DE,2015-07-28,2015-07-29,2015-07-30,2015-10-30,-0.0375,-0.0169,-0.0207,504954,1,0001234452-15-000223
NAVI,NAVIENT CORP,2015-07-28,2015-07-30,2015-07-31,2015-11-02,-0.1527,-0.0182,-0.1345,320155,1,0001127602-15-023770
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2015-07-31,2015-08-03,2015-08-04,2015-11-04,-0.0369,0.0006,-0.0375,2865200,1,0001225208-15-016230
MUR,MURPHY OIL CORP /DE,2015-08-03,2015-08-03,2015-08-04,2015-11-04,-0.0483,0.0006,-0.0489,485400,1,0001127602-15-023938
NRG,"NRG ENERGY, INC.",2015-08-06,2015-08-07,2015-08-10,2015-11-10,-0.3144,-0.0090,-0.3054,98650,1,0001179110-15-011857
GNW,GENWORTH FINANCIAL INC,2015-08-07,2015-08-10,2015-08-11,2015-11-11,-0.1049,-0.0205,-0.0844,150000,1,0001209191-15-064784
DOC,Physicians Realty Trust,2015-08-11,2015-08-11,2015-08-12,2015-11-12,-0.1150,-0.0168,-0.0982,24602,1,0001209191-15-065367
