ticker,issuer,trade_date,filing_date,entry_day,exit_day,ret_3m,ew_3m,excess_3m,value,n_insiders,accession
FCX,FREEPORT MCMORAN COPPER & GOLD INC,2013-10-24,2013-10-28,2013-10-29,2014-01-29,-0.1299,0.0260,-0.1559,56170000,1,0001246360-13-004742
GEN,SYMANTEC CORP,2013-10-28,2013-10-29,2013-10-30,2014-01-30,0.0020,0.0098,-0.0078,2206000,1,0001209191-13-049693
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2013-10-30,2013-10-31,2013-11-01,2014-02-03,-0.0258,0.0255,-0.0514,1621332,1,0001225208-13-022502
MUR,MURPHY OIL CORP /DE,2013-11-12,2013-11-13,2013-11-14,2014-02-14,-0.0655,0.0392,-0.1047,2793150,1,0001127602-13-031449
FISV,Frank's International N.V.,2013-11-15,2013-11-18,2013-11-19,2014-02-19,0.0396,0.0408,-0.0011,1783459,1,0001181431-13-059482
AKAM,AKAMAI TECHNOLOGIES INC,2013-12-05,2013-12-09,2013-12-10,2014-03-10,0.3822,0.0616,0.3206,1132000,1,0001266432-13-000123
VTR,VENTAS INC,2013-12-10,2013-12-12,2013-12-13,2014-03-13,0.1145,0.0740,0.0405,580100,1,0000740260-13-000141
SBUX,STARBUCKS CORP,2013-12-13,2013-12-17,2013-12-18,2014-03-18,-0.0197,0.0633,-0.0830,535010,1,0001127602-13-034897
KMI,"KINDER MORGAN, INC.",2013-12-17,2013-12-19,2013-12-20,2014-03-20,-0.1019,0.0498,-0.1517,27642051,1,0001584746-13-000012
TJX,TJX COMPANIES INC /DE/,2013-11-22,2014-01-07,2014-01-08,2014-04-08,-0.0552,0.0229,-0.0781,2014588,1,0001209191-14-002215
GE,GENERAL ELECTRIC CO,2014-01-27,2014-01-27,2014-01-28,2014-04-28,0.0641,0.0600,0.0041,1001600,1,0001231205-14-000023
JPM,JPMORGAN CHASE & CO,2014-01-30,2014-02-03,2014-02-04,2014-05-05,-0.0091,0.0905,-0.0997,27764000,1,0001225208-14-003058
PSX,Phillips 66,2014-01-31,2014-02-04,2014-02-05,2014-05-05,0.1814,0.0812,0.1002,1000280,1,0001534701-14-000025
AON,Aon plc,2014-02-04,2014-02-06,2014-02-07,2014-05-07,0.0896,0.0593,0.0302,2319300,1,0001179110-14-002194
CNX,CONSOL Energy Inc,2014-02-10,2014-02-10,2014-02-11,2014-05-12,0.1713,0.0506,0.1207,1101300,1,0001181431-14-006008
KMI,"KINDER MORGAN, INC.",2014-02-06,2014-02-10,2014-02-11,2014-05-12,-0.0334,0.0506,-0.0840,790000,1,0001584746-14-000008
MUR,MURPHY OIL CORP /DE,2014-02-07,2014-02-10,2014-02-11,2014-05-12,0.0632,0.0506,0.0126,1700250,1,0001127602-14-005259
J,JACOBS ENGINEERING GROUP INC /DE/,2014-02-12,2014-02-13,2014-02-14,2014-05-14,-0.0772,0.0428,-0.1199,607100,1,0000052988-14-000023
ZION,ZIONS BANCORPORATION /UT/,2013-04-30,2014-02-13,2014-02-14,2014-05-14,-0.0489,0.0428,-0.0917,600000,1,0000109380-14-000044
RHI,HALF ROBERT INTERNATIONAL INC /DE/,2014-02-13,2014-02-14,2014-02-18,2014-05-19,0.0955,0.0271,0.0685,793092,1,0001104659-14-010635
ALLE,Allegion plc,2014-02-21,2014-02-24,2014-02-25,2014-05-27,-0.0082,0.0285,-0.0367,1003421,1,0001127602-14-007902
GE,GENERAL ELECTRIC CO,2014-03-03,2014-03-04,2014-03-05,2014-06-05,0.0295,0.0311,-0.0016,2642431,1,0001231205-14-000030
CMG,CHIPOTLE MEXICAN GRILL INC,2014-04-22,2014-04-23,2014-04-24,2014-07-24,0.3038,0.0555,0.2483,509576,1,0001181431-14-016745
YUM,YUM BRANDS INC,2014-05-05,2014-05-05,2014-05-06,2014-08-06,-0.0770,0.0205,-0.0975,761200,1,0001127602-14-016272
KMI,"KINDER MORGAN, INC.",2014-05-09,2014-05-12,2014-05-13,2014-08-13,0.2088,0.0218,0.1869,3236000,1,0001584746-14-000019
MSFT,MICROSOFT CORP,2014-05-08,2014-05-12,2014-05-13,2014-08-13,0.0942,0.0218,0.0724,116701310,1,0001418812-14-000020
GHC,Graham Holdings Co,2014-05-09,2014-05-13,2014-05-14,2014-08-14,0.0550,0.0285,0.0265,664882,1,0001140361-14-020536
LLY,LILLY ELI & CO,2014-05-12,2014-05-13,2014-05-14,2014-08-14,0.0203,0.0285,-0.0082,1015438,1,0000059478-14-000110
FISV,Frank's International N.V.,2014-05-16,2014-05-19,2014-05-20,2014-08-20,0.0640,0.0552,0.0087,1015671,1,0001209191-14-035284
MUR,MURPHY OIL CORP /DE,2014-05-16,2014-05-19,2014-05-20,2014-08-20,0.0034,0.0552,-0.0519,1207400,1,0001127602-14-018036
C,CITIGROUP INC,2014-05-20,2014-05-22,2014-05-23,2014-08-25,0.0860,0.0572,0.0288,1501142,1,0001181431-14-020843
TGT,TARGET CORP,2014-06-02,2014-06-04,2014-06-05,2014-09-05,0.0749,0.0406,0.0344,567800,1,0001225208-14-014497
FISV,Frank's International N.V.,2014-07-14,2014-07-16,2014-07-17,2014-10-17,0.0045,-0.0558,0.0603,1955046,1,0001209191-14-047452
T,AT&T INC.,2014-07-25,2014-07-28,2014-07-29,2014-10-29,-0.0648,0.0085,-0.0734,3564000,1,0001127602-14-023967
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2014-08-01,2014-08-01,2014-08-04,2014-11-04,0.0119,0.0551,-0.0432,3321035,1,0001225208-14-017723
RSG,"REPUBLIC SERVICES, INC.",2014-07-31,2014-08-04,2014-08-05,2014-11-05,0.0205,0.0439,-0.0234,1141200,1,0001209191-14-050295
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",2014-08-01,2014-08-05,2014-08-06,2014-11-06,0.0782,0.0603,0.0179,2046625,1,0001209191-14-050511
MSFT,MICROSOFT CORP,2014-08-05,2014-08-06,2014-08-07,2014-11-07,0.1491,0.0636,0.0854,1000125,1,0001582737-14-000061
D,DOMINION RESOURCES INC /VA/,2014-08-06,2014-08-07,2014-08-08,2014-11-10,0.1257,0.0698,0.0559,973050,1,0001225208-14-018149
KIM,KIMCO REALTY CORP,2014-08-08,2014-08-11,2014-08-12,2014-11-12,0.1073,0.0573,0.0500,1111000,1,0000940314-14-000004
XRX,XEROX CORP,2014-08-07,2014-08-11,2014-08-12,2014-11-12,0.0116,0.0573,-0.0457,517600,1,0001127602-14-025072
IRM,IRON MOUNTAIN INC,2014-09-05,2014-09-09,2014-09-10,2014-12-10,0.1827,0.0377,0.1450,502880,1,0001104659-14-065448
FISV,FISERV INC,2014-09-19,2014-09-22,2014-09-23,2014-12-23,0.1190,0.0560,0.0630,655000,1,0001181431-14-032486
CCI,CROWN CASTLE INTERNATIONAL CORP,2014-11-03,2014-11-04,2014-11-05,2015-02-05,0.1052,0.0291,0.0762,4768200,1,0001181431-14-035485
CF,"CF Industries Holdings, Inc.",2014-11-10,2014-11-10,2014-11-11,2015-02-11,0.1805,0.0280,0.1525,503923,1,0001104659-14-079093
COP,CONOCOPHILLIPS,2014-11-13,2014-11-17,2014-11-18,2015-02-18,-0.0386,0.0437,-0.0823,629550,1,0001181431-14-036502
MLM,MARTIN MARIETTA MATERIALS INC,2014-11-17,2014-11-18,2014-11-19,2015-02-19,0.1300,0.0392,0.0909,716137,1,0001127602-14-032607
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2014-11-18,2014-11-19,2014-11-20,2015-02-20,0.1088,0.0400,0.0688,3196310,1,0001225208-14-023540
AON,Aon plc,2014-11-19,2014-11-20,2014-11-21,2015-02-23,0.0990,0.0427,0.0564,5426400,1,0001179110-14-016841
TRIP,"TripAdvisor, Inc.",2014-11-26,2014-12-01,2014-12-02,2015-03-02,0.2401,0.0417,0.1984,1000102,1,0001127602-14-033766
CINF,CINCINNATI FINANCIAL CORP,2014-11-28,2014-12-02,2014-12-03,2015-03-03,0.0356,0.0410,-0.0054,561000,1,0001127602-14-033831
TJX,TJX COMPANIES INC /DE/,2014-05-27,2014-12-09,2014-12-10,2015-03-10,0.0438,0.0218,0.0220,1999992,1,0001209191-14-073741
CCI,CROWN CASTLE INTERNATIONAL CORP,2014-12-10,2014-12-11,2014-12-12,2015-03-12,0.1273,0.0181,0.1092,3892000,1,0001051470-14-000050
FCX,FREEPORT-MCMORAN INC,2014-12-11,2014-12-11,2014-12-12,2015-03-12,-0.1451,0.0181,-0.1632,11800000,1,0001246360-14-004651
YUM,YUM BRANDS INC,2014-12-16,2014-12-16,2014-12-17,2015-03-17,0.1329,0.0696,0.0633,691800,1,0001127602-14-035284
RF,REGIONS FINANCIAL CORP,2015-01-23,2015-01-27,2015-01-28,2015-04-28,0.0607,0.0432,0.0176,594860,1,0001225208-15-002020
BNY,Bank of New York Mellon Corp,2015-01-28,2015-01-29,2015-01-30,2015-04-30,0.1909,0.0463,0.1446,9999990,1,0001209191-15-007517
MSFT,MICROSOFT CORP,2015-01-28,2015-01-29,2015-01-30,2015-04-30,0.1804,0.0463,0.1341,999732,1,0001626431-15-000002
GILD,GILEAD SCIENCES INC,2015-02-06,2015-02-10,2015-02-11,2015-05-11,0.0564,0.0277,0.0286,999200,1,0001179110-15-002231
MDLZ,"Mondelez International, Inc.",2015-02-13,2015-02-13,2015-02-17,2015-05-18,0.0949,0.0178,0.0770,927250,1,0001209191-15-013482
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2015-02-18,2015-02-19,2015-02-20,2015-05-20,-0.0469,0.0180,-0.0648,4138405,1,0001225208-15-004617
GE,GENERAL ELECTRIC CO,2015-02-18,2015-02-19,2015-02-20,2015-05-20,0.0989,0.0180,0.0809,10096000,1,0001231205-15-000023
D,DOMINION RESOURCES INC /VA/,2015-02-20,2015-02-24,2015-02-25,2015-05-26,-0.0258,0.0101,-0.0359,735400,1,0001225208-15-005429
DD,DUPONT E I DE NEMOURS & CO,2015-02-23,2015-02-25,2015-02-26,2015-05-26,0.0371,0.0100,0.0271,1006070,1,0000030554-15-000009
AXP,AMERICAN EXPRESS CO,2015-02-26,2015-02-27,2015-03-02,2015-06-02,-0.0253,0.0050,-0.0303,2080250,1,0001127602-15-008804
BNY,Bank of New York Mellon Corp,2015-03-04,2015-03-06,2015-03-09,2015-06-09,0.0938,0.0079,0.0860,3312120,1,0001209191-15-023572
KMI,"KINDER MORGAN, INC.",2015-03-13,2015-03-13,2015-03-16,2015-06-16,0.0029,0.0157,-0.0128,3950000,1,0001584746-15-000009
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",2015-03-12,2015-03-16,2015-03-17,2015-06-17,0.0433,0.0076,0.0357,2108370,1,0001209191-15-026528
FISV,Frank's International N.V.,2015-03-26,2015-03-27,2015-03-30,2015-06-30,0.0600,-0.0064,0.0664,1009470,1,0001209191-15-029891
DRI,DARDEN RESTAURANTS INC,2015-04-07,2015-04-09,2015-04-10,2015-07-10,0.0783,-0.0260,0.1043,503804,1,0001225208-15-009910
GE,GENERAL ELECTRIC CO,2015-04-20,2015-04-22,2015-04-23,2015-07-23,0.0010,-0.0125,0.0135,543000,1,0001231205-15-000029
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2015-05-01,2015-05-04,2015-05-05,2015-08-05,0.0027,-0.0174,0.0202,2913564,1,0001225208-15-010865
MAC,MACERICH CO,2015-05-05,2015-05-07,2015-05-08,2015-08-10,-0.0411,-0.0106,-0.0305,254286030,1,0001209191-15-040245
WYNN,WYNN RESORTS LTD,2015-05-06,2015-05-08,2015-05-11,2015-08-11,-0.1294,-0.0087,-0.1208,676750,1,0001209191-15-040525
CVX,CHEVRON CORP,2015-05-11,2015-05-12,2015-05-13,2015-08-13,-0.1953,-0.0085,-0.1868,19458000,1,0001127602-15-017028
GM,General Motors Co,2015-05-05,2015-05-19,2015-05-20,2015-08-20,-0.0980,-0.0237,-0.0743,999941,1,0001467858-15-000133
DD,DUPONT E I DE NEMOURS & CO,2015-05-18,2015-05-20,2015-05-21,2015-08-21,-0.1462,-0.0429,-0.1033,999068,1,0000030554-15-000035
AXP,AMERICAN EXPRESS CO,2015-05-20,2015-05-21,2015-05-22,2015-08-24,-0.0891,-0.0719,-0.0173,1100113,1,0001127602-15-018133
PSX,Phillips 66,2015-05-22,2015-05-26,2015-05-27,2015-08-27,-0.0537,-0.0813,0.0276,996792,1,0001534701-15-000054
MLM,MARTIN MARIETTA MATERIALS INC,2015-05-26,2015-05-28,2015-05-29,2015-08-31,0.0947,-0.0601,0.1549,2439728,1,0001127602-15-018809
FCX,FREEPORT-MCMORAN INC,2015-06-03,2015-06-05,2015-06-08,2015-09-08,-0.4820,-0.0802,-0.4018,1231000,1,0001246360-15-002466
KMI,"KINDER MORGAN, INC.",2015-06-05,2015-06-08,2015-06-09,2015-09-09,-0.2067,-0.0504,-0.1563,3999000,1,0001584746-15-000011
CCI,CROWN CASTLE INTERNATIONAL CORP,2015-06-10,2015-06-10,2015-06-11,2015-09-11,-0.0340,-0.0696,0.0357,1004304,1,0001051470-15-000098
MTB,M&T BANK CORP,2015-03-02,2015-06-15,2015-06-16,2015-09-16,-0.0191,-0.0501,0.0310,970800,1,0001209191-15-053395
ZTS,Zoetis Inc.,2015-07-01,2015-07-02,2015-07-06,2015-10-06,-0.1080,-0.0439,-0.0640,74293181,1,0000899243-15-000173
FTI,FMC TECHNOLOGIES INC,2015-07-23,2015-07-23,2015-07-24,2015-10-26,0.0251,-0.0138,0.0389,1000032,1,0001225208-15-015771
KMI,"KINDER MORGAN, INC.",2015-07-22,2015-07-24,2015-07-27,2015-10-27,-0.2011,-0.0060,-0.1952,17666000,1,0001584746-15-000015
BIIB,BIOGEN INC.,2015-07-27,2015-07-27,2015-07-28,2015-10-28,-0.0658,-0.0065,-0.0593,3048800,1,0001127602-15-023479
QCOM,QUALCOMM INC/DE,2015-07-28,2015-07-29,2015-07-30,2015-10-30,-0.0375,-0.0169,-0.0207,504954,1,0001234452-15-000223
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2015-07-31,2015-08-03,2015-08-04,2015-11-04,-0.0369,0.0006,-0.0375,2865200,1,0001225208-15-016230
GM,General Motors Co,2015-07-31,2015-08-03,2015-08-04,2015-11-04,0.1456,0.0006,0.1450,1018880,1,0001467858-15-000192
AON,Aon plc,2015-08-04,2015-08-05,2015-08-06,2015-11-06,-0.0566,-0.0061,-0.0505,7559000,1,0001179110-15-011755
WEC,"WEC ENERGY GROUP, INC.",2015-08-04,2015-08-05,2015-08-06,2015-11-06,0.0509,-0.0061,0.0570,978600,1,0000107815-15-000106
ORLY,O REILLY AUTOMOTIVE INC,2015-08-04,2015-08-06,2015-08-07,2015-11-09,0.1214,-0.0014,0.1228,1817475,1,0000898173-15-000161
OXY,OCCIDENTAL PETROLEUM CORP /DE/,2015-08-05,2015-08-06,2015-08-07,2015-11-09,0.0925,-0.0014,0.0939,694800,1,0001104659-15-056909
MDLZ,"Mondelez International, Inc.",2015-08-07,2015-08-10,2015-08-11,2015-11-11,-0.0258,-0.0205,-0.0053,1010900,1,0001209191-15-064878
CNX,CONSOL Energy Inc,2015-08-07,2015-08-11,2015-08-12,2015-11-12,-0.4565,-0.0168,-0.4397,676588,1,0001209191-15-065371
FISV,Frank's International N.V.,2015-08-07,2015-08-11,2015-08-12,2015-11-12,0.0983,-0.0168,0.1151,1001650,1,0000899243-15-002843
FCX,FREEPORT-MCMORAN INC,2015-08-18,2015-08-19,2015-08-20,2015-11-20,-0.1519,-0.0162,-0.1357,9940000,1,0001246360-15-002961
AMGN,AMGEN INC,2015-08-19,2015-08-20,2015-08-21,2015-11-23,0.0092,0.0081,0.0012,501575,1,0001127602-15-025541
C,CITIGROUP INC,2015-08-24,2015-08-26,2015-08-27,2015-11-27,0.0173,0.0659,-0.0486,1439592,1,0001209191-15-067985
SLB,SCHLUMBERGER LTD /NV/,2015-08-27,2015-08-28,2015-08-31,2015-11-30,0.0328,0.0359,-0.0032,995248,1,0001127602-15-026065
GAP,GAP INC,2015-08-28,2015-09-01,2015-09-02,2015-12-02,-0.1796,0.0823,-0.2619,101764377,1,0001179110-15-012801
DG,DOLLAR GENERAL CORP,2015-09-01,2015-09-03,2015-09-04,2015-12-04,-0.0454,0.0321,-0.0775,2754100,1,0000029534-15-000056
DLTR,DOLLAR TREE INC,2015-09-03,2015-09-03,2015-09-04,2015-12-04,0.1130,0.0321,0.0809,668500,1,0001127602-15-026521
FMC,FMC CORP,2015-09-01,2015-09-03,2015-09-04,2015-12-04,0.0096,0.0321,-0.0225,614250,1,0000037785-15-000058
GLW,CORNING INC /NY,2015-09-01,2015-09-03,2015-09-04,2015-12-04,0.0544,0.0321,0.0223,597119,1,0001127602-15-026559
LIN,PRAXAIR INC,2015-09-08,2015-09-09,2015-09-10,2015-12-10,0.0325,0.0291,0.0034,517800,1,0000884905-15-000085
YUM,YUM BRANDS INC,2015-08-25,2015-10-09,2015-10-12,2016-01-12,-0.0209,-0.0709,0.0500,637015,1,0001127602-15-028962
WYNN,WYNN RESORTS LTD,2015-10-19,2015-10-21,2015-10-22,2016-01-22,-0.0941,-0.0947,0.0006,2719645,1,0001174922-15-000100
BNY,Bank of New York Mellon Corp,2015-10-21,2015-10-23,2015-10-26,2016-01-26,-0.1727,-0.1110,-0.0617,11781900,1,0001209191-15-076599
BIIB,BIOGEN INC.,2015-10-22,2015-10-26,2015-10-27,2016-01-27,-0.0034,-0.0916,0.0882,86015000,1,0000899243-15-007138
COST,COSTCO WHOLESALE CORP /NEW,2015-11-10,2015-11-10,2015-11-11,2016-02-11,-0.0542,-0.1174,0.0632,1554000,1,0001209191-15-079377
DUK,Duke Energy CORP,2015-11-09,2015-11-10,2015-11-11,2016-02-11,0.1638,-0.1174,0.2812,512411,1,0001326160-15-000181
CF,"CF Industries Holdings, Inc.",2015-11-11,2015-11-12,2015-11-13,2016-02-16,-0.3468,-0.0912,-0.2556,718682,1,0001104659-15-077875
KMI,"KINDER MORGAN, INC.",2015-11-11,2015-11-12,2015-11-13,2016-02-16,-0.3314,-0.0912,-0.2402,2469000,1,0001584746-15-000026
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2015-11-20,2015-11-23,2015-11-24,2016-02-24,-0.0693,-0.0730,0.0037,2798600,1,0001225208-15-021241
GAP,GAP INC,2015-11-23,2015-11-23,2015-11-24,2016-02-24,0.0005,-0.0730,0.0735,1002678,1,0000039911-15-000206
TGT,TARGET CORP,2015-11-20,2015-11-23,2015-11-24,2016-02-24,0.0437,-0.0730,0.1167,711000,1,0001225208-15-021306
ADI,ANALOG DEVICES INC,2015-11-25,2015-11-30,2015-12-01,2016-03-01,-0.1182,-0.0628,-0.0554,606000,1,0001225208-15-021499
HPE,Hewlett Packard Enterprise Co,2015-11-30,2015-12-02,2015-12-03,2016-03-03,-0.0693,-0.0307,-0.0386,501840,1,0001179706-15-000313
HPQ,HP INC,2015-12-02,2015-12-04,2015-12-07,2016-03-07,-0.0898,-0.0188,-0.0710,960000,1,0001179706-15-000317
WMT,WAL MART STORES INC,2015-12-02,2015-12-04,2015-12-07,2016-03-07,0.1183,-0.0188,0.1371,584600,1,0001127602-15-033268
UNP,UNION PACIFIC CORP,2015-12-04,2015-12-07,2015-12-08,2016-03-08,0.0636,-0.0057,0.0694,3903000,1,0000100885-15-000212
WYNN,WYNN RESORTS LTD,2015-12-04,2015-12-08,2015-12-09,2016-03-09,0.2274,-0.0136,0.2410,63860142,1,0001174922-15-000111
SYY,SYSCO CORP,2015-12-08,2015-12-10,2015-12-11,2016-03-11,0.1239,-0.0025,0.1264,25122529,1,0001209191-15-084544
CI,CIGNA CORP,2015-12-10,2015-12-14,2015-12-15,2016-03-15,0.0162,0.0371,-0.0209,1229078,1,0001225208-15-022252
JPM,JPMORGAN CHASE & CO,2016-01-15,2016-01-15,2016-01-19,2016-04-19,0.0915,0.1595,-0.0680,842270,1,0001225208-16-024262
CNX,CONSOL Energy Inc,2015-07-30,2016-01-19,2016-01-20,2016-04-20,1.8106,0.1671,1.6435,844000,1,0001070412-16-000073
C,CITIGROUP INC,2016-01-22,2016-01-22,2016-01-25,2016-04-25,0.1440,0.1444,-0.0004,1025250,1,0001209191-16-093039
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",2016-01-20,2016-01-22,2016-01-25,2016-04-25,0.0283,0.1444,-0.1162,999224,1,0001209191-16-093079
WYNN,WYNN RESORTS LTD,2016-01-20,2016-01-22,2016-01-25,2016-04-25,0.5816,0.1444,0.4371,31863689,1,0001174922-16-000127
GE,GENERAL ELECTRIC CO,2016-01-25,2016-01-26,2016-01-27,2016-04-27,0.1059,0.1473,-0.0414,1830227,1,0001231205-16-000108
KMI,"KINDER MORGAN, INC.",2016-01-25,2016-01-27,2016-01-28,2016-04-28,0.2014,0.1628,0.0386,2556000,1,0001584746-16-000034
AXP,AMERICAN EXPRESS CO,2016-01-26,2016-01-28,2016-01-29,2016-04-29,0.2390,0.1481,0.0909,1001400,1,0001127602-16-038209
ZION,ZIONS BANCORPORATION /UT/,2016-01-28,2016-01-29,2016-02-01,2016-05-02,0.2323,0.1097,0.1226,554116,1,0000109380-16-000314
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2016-02-01,2016-02-01,2016-02-02,2016-05-02,0.1116,0.1088,0.0028,6317609,1,0001225208-16-025233
HBAN,HUNTINGTON BANCSHARES INC/MD,2016-02-01,2016-02-01,2016-02-02,2016-05-02,0.1960,0.1088,0.0873,857089,1,0001225208-16-025263
RTX,UNITED TECHNOLOGIES CORP /DE/,2016-02-02,2016-02-02,2016-02-03,2016-05-03,0.2121,0.1407,0.0715,1034400,1,0001225208-16-025502
STX,Seagate Technology plc,2016-02-02,2016-02-02,2016-02-03,2016-05-03,-0.3112,0.1407,-0.4519,6034250,1,0001628280-16-010661
PGR,PROGRESSIVE CORP/OH/,2016-02-01,2016-02-03,2016-02-04,2016-05-04,0.0859,0.1195,-0.0336,1514000,1,0001127602-16-039251
NAVI,NAVIENT CORP,2016-02-08,2016-02-10,2016-02-11,2016-05-11,0.5986,0.1669,0.4317,703200,1,0001127602-16-040478
DOC,"HCP, INC.",2016-02-11,2016-02-11,2016-02-12,2016-05-12,0.3077,0.1720,0.1357,634750,1,0001179110-16-018989
BAC,BANK OF AMERICA CORP /DE/,2016-02-16,2016-02-16,2016-02-17,2016-05-17,0.1092,0.1204,-0.0112,924000,1,0001127602-16-041526
AKAM,AKAMAI TECHNOLOGIES INC,2016-02-16,2016-02-17,2016-02-18,2016-05-18,-0.0693,0.0917,-0.1610,4998823,1,0001086222-16-000237
BNY,Bank of New York Mellon Corp,2016-02-17,2016-02-19,2016-02-22,2016-05-23,0.1767,0.0997,0.0770,31280769,1,0001209191-16-100590
PFG,PRINCIPAL FINANCIAL GROUP INC,2016-02-19,2016-02-23,2016-02-24,2016-05-24,0.2034,0.0926,0.1108,1102200,1,0001126328-16-000386
CF,"CF Industries Holdings, Inc.",2016-02-23,2016-02-24,2016-02-25,2016-05-25,-0.1199,0.1013,-0.2212,819000,1,0001104659-16-099514
HD,HOME DEPOT INC,2016-02-24,2016-02-26,2016-02-29,2016-05-31,0.0692,0.1001,-0.0308,4989200,1,0001209191-16-103076
M,"Macy's, Inc.",2016-03-02,2016-03-02,2016-03-03,2016-06-03,-0.2218,0.0810,-0.3028,1095248,1,0000794367-16-000188
WTW,WEIGHT WATCHERS INTERNATIONAL INC,2016-03-01,2016-03-03,2016-03-04,2016-06-06,0.0995,0.0681,0.0314,999994,1,0001209191-16-105275
HBAN,HUNTINGTON BANCSHARES INC/MD,2016-03-03,2016-03-04,2016-03-07,2016-06-07,0.1083,0.0697,0.0387,952578,1,0001225208-16-029199
NWL,NEWELL RUBBERMAID INC,2016-03-11,2016-03-14,2016-03-15,2016-06-15,0.1839,0.0339,0.1500,504720,1,0000814453-16-000178
AKAM,AKAMAI TECHNOLOGIES INC,2016-04-15,2016-04-18,2016-04-19,2016-07-19,0.1023,0.0510,0.0512,999778,1,0001086222-16-000279
UAL,"United Continental Holdings, Inc.",2016-04-22,2016-04-22,2016-04-25,2016-07-25,-0.0693,0.0531,-0.1225,1000494,1,0000899243-16-018429
CAT,CATERPILLAR INC,2016-04-26,2016-04-28,2016-04-29,2016-07-29,0.0715,0.0553,0.0162,1936000,1,0000018230-16-000509
STX,Seagate Technology plc,2016-05-03,2016-05-03,2016-05-04,2016-08-04,0.6126,0.0574,0.5552,4016000,1,0001137789-16-000008
T,AT&T INC.,2015-08-06,2016-05-05,2016-05-06,2016-08-08,0.1298,0.0753,0.0544,749592,1,0001127602-16-051263
BALL,BALL CORP,2016-05-06,2016-05-09,2016-05-10,2016-08-10,0.1141,0.0695,0.0446,502390,1,0001127602-16-051443
AAL,American Airlines Group Inc.,2016-05-13,2016-05-16,2016-05-17,2016-08-17,0.1408,0.0709,0.0699,1112650,1,0001225208-16-033419
BNY,Bank of New York Mellon Corp,2016-05-16,2016-05-17,2016-05-18,2016-08-18,0.0088,0.0799,-0.0711,820755,1,0001209191-16-120916
GE,GENERAL ELECTRIC CO,2016-05-20,2016-05-24,2016-05-25,2016-08-25,0.0475,0.0657,-0.0182,2000284,1,0001231205-16-000140
AAP,ADVANCE AUTO PARTS INC,2016-05-25,2016-05-25,2016-05-26,2016-08-26,0.0337,0.0574,-0.0238,22909500,1,0000921895-16-004686
EW,Edwards Lifesciences Corp,2016-05-24,2016-05-26,2016-05-27,2016-08-29,0.1526,0.0552,0.0974,505350,1,0001225208-16-034058
WDC,WESTERN DIGITAL CORP,2016-05-31,2016-05-31,2016-06-01,2016-09-01,0.0059,0.0498,-0.0439,1024425,1,0001266824-16-000309
SYY,SYSCO CORP,2016-06-03,2016-06-08,2016-06-09,2016-09-09,0.0774,0.0379,0.0394,33818390,1,0001209191-16-126626
PSA,Public Storage,2016-06-08,2016-06-10,2016-06-13,2016-09-13,-0.0892,0.0411,-0.1303,5578482,1,0001140361-16-069440
PSX,Phillips 66,2016-06-13,2016-06-14,2016-06-15,2016-09-15,-0.0073,0.0346,-0.0419,1000072,1,0001534701-16-000137
AKAM,AKAMAI TECHNOLOGIES INC,2016-06-16,2016-06-17,2016-06-20,2016-09-20,-0.0381,0.0398,-0.0779,999749,1,0001086222-16-000325
AKAM,AKAMAI TECHNOLOGIES INC,2016-07-15,2016-07-18,2016-07-19,2016-10-19,-0.0185,-0.0099,-0.0086,999880,1,0001086222-16-000331
BNY,Bank of New York Mellon Corp,2016-07-22,2016-07-25,2016-07-26,2016-10-26,0.1069,-0.0138,0.1207,5908240,1,0001209191-16-133861
NFLX,NETFLIX INC,2016-07-21,2016-07-25,2016-07-26,2016-10-26,0.3873,-0.0138,0.4011,51858000,1,0001082906-16-000071
DAL,DELTA AIR LINES INC /DE/,2016-07-25,2016-07-26,2016-07-27,2016-10-27,0.0764,-0.0190,0.0954,972750,1,0001019687-16-007020
ABT,ABBOTT LABORATORIES,2016-07-25,2016-07-27,2016-07-28,2016-10-28,-0.0798,-0.0206,-0.0593,31611033,1,0001179110-16-027937
GE,GENERAL ELECTRIC CO,2016-07-26,2016-07-28,2016-07-29,2016-10-31,-0.0502,-0.0221,-0.0281,1572500,1,0001231205-16-000163
SLG,SL GREEN REALTY CORP,2016-07-26,2016-07-28,2016-07-29,2016-10-31,-0.1664,-0.0221,-0.1444,1002206,1,0001179110-16-027983
LUV,SOUTHWEST AIRLINES CO,2016-08-02,2016-08-03,2016-08-04,2016-11-04,0.0991,-0.0298,0.1288,1000107,1,0000092380-16-000256
RCL,ROYAL CARIBBEAN CRUISES LTD,2016-08-03,2016-08-03,2016-08-04,2016-11-04,0.1035,-0.0298,0.1333,2000099,1,0001140361-16-074653
